Action,PlayerScore,OpponentScore,AccruedScore,NumDiceAvailable,Dice1,Dice2,Dice3,Dice4,Dice5,Dice6,Outcome1,Outcome2,Outcome3,Outcome4,Outcome5,Outcome6
0,8500,6450,900,4,0,0,0,0,0,0,1,0,0,0,0,0
1,5600,8750,850,5,5,3,5,3,4,0,1,0,1,0,0,0
1,10600,7250,0,5,6,6,1,2,2,0,0,0,1,0,0,0
1,8450,7600,1250,3,6,1,1,0,0,0,0,1,1,0,0,0
1,5400,1300,6150,3,6,1,1,0,0,0,0,1,1,0,0,0
0,7800,8200,400,5,0,0,0,0,0,0,1,0,0,0,0,0
0,4850,8450,2900,3,0,0,0,0,0,0,1,0,0,0,0,0
1,8700,8950,3000,3,2,3,1,0,0,0,0,0,1,0,0,0
0,7300,8300,5250,3,0,0,0,0,0,0,1,0,0,0,0,0
0,3150,3500,0,4,0,0,0,0,0,0,1,0,0,0,0,0
0,7400,3200,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1,4000,10700,800,6,4,4,1,1,3,5,0,0,1,1,0,0
0,9150,6050,1550,3,0,0,0,0,0,0,1,0,0,0,0,0
0,8650,9400,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1,4950,5700,250,5,6,5,6,5,4,0,0,1,0,1,0,0
0,6000,5350,300,2,0,0,0,0,0,0,1,0,0,0,0,0
0,8350,1950,1300,3,0,0,0,0,0,0,1,0,0,0,0,0
0,4450,10200,1400,1,0,0,0,0,0,0,1,0,0,0,0,0
0,8700,4600,450,3,0,0,0,0,0,0,1,0,0,0,0,0
0,6850,6550,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1050,8400,8900,2,0,0,0,0,0,0,0,0,0,0,0,0
1,8200,2800,1450,5,6,3,3,4,4,0,0,1,1,0,0,0
0,2250,6600,1400,1,0,0,0,0,0,0,0,0,0,0,0,0
0,600,9800,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,4300,9450,2300,2,0,0,0,0,0,0,0,0,0,0,0,0
1,6150,7650,250,5,2,3,2,3,6,0,1,0,1,0,0,0
1,1550,2600,0,6,3,2,4,3,2,3,0,1,0,0,1,0
0,10900,2300,0,6,0,0,0,0,0,0,1,0,0,0,0,0
0,7300,4900,100,6,0,0,0,0,0,0,1,0,0,0,0,0
1,1900,3950,400,2,6,6,0,0,0,0,1,1,0,0,0,0
0,1400,6350,1000,2,0,0,0,0,0,0,1,0,0,0,0,0
0,6500,450,4950,2,0,0,0,0,0,0,0,0,0,0,0,0
1,2100,4350,150,6,5,3,6,3,6,6,1,0,1,0,1,1
0,6800,1050,300,1,0,0,0,0,0,0,0,0,0,0,0,0
0,7400,2900,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,650,7550,950,4,6,1,5,4,0,0,0,1,0,0,0,0
1,8550,10700,400,4,3,2,5,4,0,0,0,0,1,0,0,0
0,6400,9500,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,6200,550,1250,2,5,5,0,0,0,0,1,1,0,0,0,0
1,7950,9700,250,2,6,6,0,0,0,0,1,1,0,0,0,0
1,1600,4250,1550,6,6,4,1,5,3,1,0,0,1,0,0,1
0,650,9250,1700,5,0,0,0,0,0,0,1,0,0,0,0,0
0,950,8900,900,3,0,0,0,0,0,0,1,0,0,0,0,0
0,7900,6300,1300,4,0,0,0,0,0,0,1,0,0,0,0,0
0,8050,7800,850,2,0,0,0,0,0,0,1,0,0,0,0,0
0,3450,9250,550,6,0,0,0,0,0,0,1,0,0,0,0,0
1,6450,3100,100,6,2,5,2,1,6,3,0,0,0,1,0,0
0,6350,5950,1250,1,0,0,0,0,0,0,0,0,0,0,0,0
1,7650,6850,4750,3,1,4,2,0,0,0,1,0,0,0,0,0
0,3600,1650,300,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4150,7550,3750,3,0,0,0,0,0,0,1,0,0,0,0,0
1,6350,3700,550,3,3,4,1,0,0,0,0,0,1,0,0,0
0,9850,10200,800,5,0,0,0,0,0,0,1,0,0,0,0,0
1,5350,6250,400,4,2,4,3,5,0,0,0,0,0,1,0,0
1,400,200,700,3,3,6,6,0,0,0,0,1,1,0,0,0
0,6800,6200,7700,1,0,0,0,0,0,0,0,0,0,0,0,0
0,7750,1400,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1,6550,5700,650,3,4,2,4,0,0,0,0,1,0,0,0,0
0,4000,400,3250,3,0,0,0,0,0,0,1,0,0,0,0,0
1,2000,3000,1400,5,2,3,1,3,4,0,0,0,1,0,0,0
0,400,9100,0,2,0,0,0,0,0,0,1,0,0,0,0,0
1,1050,2850,1600,6,2,3,4,3,4,1,0,0,0,0,0,1
0,3650,6000,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1,5400,4600,100,2,1,3,0,0,0,0,1,0,0,0,0,0
1,3400,8500,0,3,2,4,4,0,0,0,1,0,0,0,0,0
0,3450,3550,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1,3400,1550,500,4,4,4,1,2,0,0,0,0,1,0,0,0
0,1500,7200,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3550,9900,650,3,0,0,0,0,0,0,1,0,0,0,0,0
0,3550,6100,0,2,0,0,0,0,0,0,1,0,0,0,0,0
1,4150,4450,0,2,3,3,0,0,0,0,1,1,0,0,0,0
1,1300,10550,1500,3,1,5,3,0,0,0,1,0,0,0,0,0
1,0,5850,900,4,2,3,4,4,0,0,1,0,0,0,0,0
0,3850,4550,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,350,10400,1600,4,0,0,0,0,0,0,1,0,0,0,0,0
0,1500,1200,800,4,0,0,0,0,0,0,1,0,0,0,0,0
1,7500,6600,4400,6,6,1,4,6,5,1,0,1,0,0,0,1
1,9500,350,400,2,3,5,0,0,0,0,0,1,0,0,0,0
0,8450,400,950,4,0,0,0,0,0,0,1,0,0,0,0,0
0,3750,6850,450,6,0,0,0,0,0,0,1,0,0,0,0,0
1,3500,4300,100,6,1,1,1,2,1,1,1,1,1,0,1,1
1,7000,6750,1000,2,6,3,0,0,0,0,1,0,0,0,0,0
1,4850,8900,350,5,2,4,3,5,3,0,0,0,0,1,0,0
0,4450,5100,0,4,0,0,0,0,0,0,1,0,0,0,0,0
0,2050,2500,650,3,0,0,0,0,0,0,1,0,0,0,0,0
1,7300,5800,0,5,1,6,3,2,5,0,1,0,0,0,0,0
1,450,4800,0,2,4,2,0,0,0,0,0,1,0,0,0,0
0,8350,1800,0,4,0,0,0,0,0,0,1,0,0,0,0,0
0,5450,9550,150,3,0,0,0,0,0,0,1,0,0,0,0,0
0,5300,3350,0,6,0,0,0,0,0,0,1,0,0,0,0,0
0,250,1450,8550,3,0,0,0,0,0,0,1,0,0,0,0,0
0,6150,5500,4900,2,0,0,0,0,0,0,0,0,0,0,0,0
1,10550,7850,750,4,4,1,2,3,0,0,0,1,0,0,0,0
1,6400,4450,400,6,6,3,6,3,3,1,0,1,0,1,1,1
1,6500,1050,200,2,2,5,0,0,0,0,0,1,0,0,0,0
0,8800,8200,300,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6650,3350,0,6,2,5,1,4,6,2,0,0,1,0,0,0
1,4700,1300,3850,3,6,2,1,0,0,0,0,0,1,0,0,0
0,4100,9950,350,4,0,0,0,0,0,0,1,0,0,0,0,0
0,1050,9350,450,3,0,0,0,0,0,0,1,0,0,0,0,0
0,4150,7500,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1,2350,5200,8750,4,5,4,2,5,0,0,1,0,0,1,0,0
0,9000,2850,1100,5,0,0,0,0,0,0,1,0,0,0,0,0
1,4600,10800,0,5,6,2,6,3,4,0,0,1,0,0,0,0
0,5250,10000,750,1,0,0,0,0,0,0,0,0,0,0,0,0
0,8000,7100,1850,4,0,0,0,0,0,0,1,0,0,0,0,0
1,200,800,350,2,3,5,0,0,0,0,0,1,0,0,0,0
1,6050,8150,0,6,4,3,5,4,5,5,0,0,1,0,1,1
0,800,9300,5900,2,0,0,0,0,0,0,0,0,0,0,0,0
1,1800,600,1400,2,6,4,0,0,0,0,1,0,0,0,0,0
0,9000,10150,200,2,0,0,0,0,0,0,1,0,0,0,0,0
0,7950,10500,800,2,0,0,0,0,0,0,1,0,0,0,0,0
0,3550,2000,700,5,0,0,0,0,0,0,1,0,0,0,0,0
0,7100,2050,450,4,0,0,0,0,0,0,1,0,0,0,0,0
1,7350,8400,100,2,2,6,0,0,0,0,0,1,0,0,0,0
0,1750,3950,250,4,0,0,0,0,0,0,1,0,0,0,0,0
0,4700,7300,450,3,0,0,0,0,0,0,1,0,0,0,0,0
0,0,2850,400,6,0,0,0,0,0,0,1,0,0,0,0,0
0,4050,100,1550,5,0,0,0,0,0,0,1,0,0,0,0,0
0,5500,4600,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1,1950,250,4050,6,1,6,4,2,3,4,1,0,0,0,0,0
1,5000,4500,0,6,6,3,4,6,6,5,1,0,0,1,1,1
1,3250,400,1100,6,1,3,4,6,6,5,1,0,0,0,0,0
0,50,7550,0,4,0,0,0,0,0,0,1,0,0,0,0,0
0,10950,10700,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,10200,2700,1550,4,5,1,3,1,0,0,0,1,0,1,0,0
0,5550,1500,0,3,0,0,0,0,0,0,1,0,0,0,0,0
0,5600,5750,1700,2,0,0,0,0,0,0,0,0,0,0,0,0
0,1800,250,150,6,0,0,0,0,0,0,1,0,0,0,0,0
0,450,700,350,3,0,0,0,0,0,0,1,0,0,0,0,0
1,3350,4350,0,4,1,4,1,3,0,0,1,0,1,0,0,0
0,9300,5550,1650,4,0,0,0,0,0,0,1,0,0,0,0,0
0,5600,4150,900,5,0,0,0,0,0,0,1,0,0,0,0,0
1,500,9500,0,2,5,5,0,0,0,0,1,1,0,0,0,0
0,4750,2350,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,3250,6500,150,6,2,6,2,1,6,2,0,0,0,1,0,0
1,3700,9600,0,3,2,6,6,0,0,0,0,1,1,0,0,0
1,7750,2050,300,2,1,6,0,0,0,0,1,0,0,0,0,0
0,8950,7000,550,2,0,0,0,0,0,0,1,0,0,0,0,0
0,4700,8250,1050,2,0,0,0,0,0,0,1,0,0,0,0,0
0,1050,7900,250,3,0,0,0,0,0,0,1,0,0,0,0,0
0,7400,7650,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,4500,10550,4950,6,0,0,0,0,0,0,1,0,0,0,0,0
0,800,9150,950,5,0,0,0,0,0,0,1,0,0,0,0,0
0,3200,300,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,9100,6400,0,3,5,1,2,0,0,0,0,1,0,0,0,0
1,1550,3250,0,3,3,4,1,0,0,0,0,0,1,0,0,0
1,2550,1000,650,5,5,5,4,4,3,0,1,1,0,0,0,0
0,9900,2450,400,2,0,0,0,0,0,0,1,0,0,0,0,0
0,50,5550,950,5,0,0,0,0,0,0,1,0,0,0,0,0
0,2300,8800,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1,3650,250,400,6,3,5,4,2,2,5,0,1,0,0,0,1
0,1150,4900,650,3,0,0,0,0,0,0,1,0,0,0,0,0
0,4600,2000,8450,4,0,0,0,0,0,0,1,0,0,0,0,0
0,7450,3850,650,6,0,0,0,0,0,0,1,0,0,0,0,0
0,7950,5900,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,600,5050,200,4,0,0,0,0,0,0,1,0,0,0,0,0
0,3400,2950,150,4,0,0,0,0,0,0,1,0,0,0,0,0
0,250,5400,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3000,7500,1150,1,0,0,0,0,0,0,0,0,0,0,0,0
0,7250,500,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1,8500,350,0,5,5,5,6,2,5,0,1,1,0,0,1,0
0,7050,2450,600,5,0,0,0,0,0,0,1,0,0,0,0,0
1,6100,1000,400,2,3,3,0,0,0,0,1,1,0,0,0,0
0,1750,5350,400,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2350,7650,400,3,0,0,0,0,0,0,1,0,0,0,0,0
0,4800,2200,900,2,0,0,0,0,0,0,1,0,0,0,0,0
0,9400,10100,6800,5,0,0,0,0,0,0,1,0,0,0,0,0
0,1050,400,1400,2,0,0,0,0,0,0,0,0,0,0,0,0
1,5800,2850,900,2,3,5,0,0,0,0,0,1,0,0,0,0
1,3900,5650,1950,4,1,5,2,1,0,0,1,0,0,1,0,0
1,6750,3550,0,3,1,5,1,0,0,0,1,0,1,0,0,0
1,9600,9800,2200,4,2,6,4,5,0,0,0,0,0,1,0,0
1,3250,6550,0,6,2,1,4,1,1,5,0,1,0,1,1,1
0,450,300,300,5,0,0,0,0,0,0,1,0,0,0,0,0
1,3700,8950,300,2,1,6,0,0,0,0,1,0,0,0,0,0
0,4100,8150,1700,4,0,0,0,0,0,0,1,0,0,0,0,0
0,7800,10400,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,150,3550,0,4,3,6,2,5,0,0,0,0,0,1,0,0
0,9550,1650,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9750,4400,1000,5,6,2,1,4,2,0,0,0,1,0,0,0
1,10050,9600,400,5,4,4,6,5,4,0,1,1,0,1,1,0
1,8750,1100,1650,6,5,3,1,5,1,6,0,0,1,0,1,0
0,1000,9400,100,3,0,0,0,0,0,0,1,0,0,0,0,0
0,10450,7550,450,2,0,0,0,0,0,0,1,0,0,0,0,0
1,6350,7650,950,3,4,5,3,0,0,0,0,1,0,0,0,0
0,4500,8750,850,3,0,0,0,0,0,0,1,0,0,0,0,0
0,1250,550,0,2,0,0,0,0,0,0,1,0,0,0,0,0
1,9100,2400,0,3,6,6,4,0,0,0,1,1,0,0,0,0
0,4650,5300,350,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3100,2550,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1,450,2150,1750,3,4,2,5,0,0,0,0,0,1,0,0,0
1,7800,7750,600,3,2,1,3,0,0,0,0,1,0,0,0,0
0,9850,1150,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,5650,4600,300,6,6,2,2,2,6,2,1,1,1,1,1,1
1,50,6100,4850,4,1,4,5,3,0,0,1,0,0,0,0,0
0,6650,2050,1800,5,0,0,0,0,0,0,1,0,0,0,0,0
0,2300,2150,1300,3,0,0,0,0,0,0,1,0,0,0,0,0
0,100,3500,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,9600,7800,1150,2,6,4,0,0,0,0,1,0,0,0,0,0
1,9650,10500,100,6,6,4,3,1,5,5,0,0,0,1,0,0
1,6850,7000,1350,2,4,6,0,0,0,0,0,1,0,0,0,0
1,1900,1550,450,4,3,3,4,1,0,0,0,0,0,1,0,0
1,2800,8750,650,5,4,1,2,1,4,0,0,1,0,1,0,0
0,9700,2050,550,5,0,0,0,0,0,0,1,0,0,0,0,0
1,10150,2400,0,2,3,4,0,0,0,0,1,0,0,0,0,0
0,5200,9050,1700,1,0,0,0,0,0,0,0,0,0,0,0,0
1,5450,9500,0,2,3,1,0,0,0,0,0,1,0,0,0,0
1,10600,4000,600,3,1,3,5,0,0,0,1,0,0,0,0,0
0,400,7200,1150,3,0,0,0,0,0,0,1,0,0,0,0,0
0,6500,2850,1450,4,0,0,0,0,0,0,1,0,0,0,0,0
0,2550,1150,200,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6350,5650,0,4,6,6,6,5,0,0,1,1,1,1,0,0
0,6850,2150,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,3450,5850,1550,6,6,5,4,1,5,3,0,0,0,1,0,0
0,3000,6900,350,5,0,0,0,0,0,0,1,0,0,0,0,0
1,7400,1000,4500,3,5,3,2,0,0,0,1,0,0,0,0,0
1,5500,9950,1000,6,6,6,3,4,3,3,0,0,1,0,1,1
1,2400,1050,3150,2,5,6,0,0,0,0,1,0,0,0,0,0
0,9000,9700,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,7900,3100,1150,6,2,5,2,1,1,3,0,0,0,1,1,0
0,3350,2150,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,2350,1250,950,3,2,6,6,0,0,0,0,1,1,0,0,0
1,4550,3850,0,2,1,5,0,0,0,0,1,0,0,0,0,0
0,800,5300,100,4,0,0,0,0,0,0,1,0,0,0,0,0
0,8450,2100,450,1,0,0,0,0,0,0,0,0,0,0,0,0
1,5650,10900,4550,3,6,2,3,0,0,0,1,0,0,0,0,0
1,8050,6400,1300,2,6,1,0,0,0,0,0,1,0,0,0,0
1,9900,6500,0,5,5,2,6,5,4,0,1,0,0,1,0,0
0,8450,3750,3150,6,0,0,0,0,0,0,1,0,0,0,0,0
0,6200,5800,800,2,0,0,0,0,0,0,1,0,0,0,0,0
1,2400,7150,200,4,6,1,1,4,0,0,0,1,1,0,0,0
1,1100,6550,3550,6,3,1,2,3,1,4,0,1,0,0,1,0
1,6250,7900,3450,5,6,5,3,1,6,0,0,0,0,1,0,0
1,7700,1600,950,3,2,5,4,0,0,0,0,1,0,0,0,0
0,3300,9200,400,1,0,0,0,0,0,0,0,0,0,0,0,0
0,6600,6700,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1,6600,1200,850,4,3,4,6,6,0,0,0,0,1,1,0,0
1,9750,10250,600,5,1,1,5,1,5,0,1,1,1,1,1,0
0,6550,10000,1450,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3700,9800,1000,3,2,2,6,0,0,0,0,0,1,0,0,0
1,6750,8200,2550,4,5,4,2,1,0,0,0,0,0,1,0,0
1,4600,9850,0,2,1,1,0,0,0,0,1,1,0,0,0,0
1,450,5900,1800,6,1,4,2,5,3,1,1,0,0,0,0,1
1,6250,5800,1250,4,5,6,3,4,0,0,1,0,0,0,0,0
1,2300,1000,3800,3,2,4,3,0,0,0,1,0,0,0,0,0
0,150,1650,200,2,0,0,0,0,0,0,1,0,0,0,0,0
1,250,8000,450,3,3,1,2,0,0,0,0,1,0,0,0,0
0,8350,2300,2600,3,0,0,0,0,0,0,1,0,0,0,0,0
0,6000,9000,0,2,0,0,0,0,0,0,1,0,0,0,0,0
1,2000,5300,0,3,1,3,6,0,0,0,1,0,0,0,0,0
0,6800,6000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4950,9150,3150,1,0,0,0,0,0,0,0,0,0,0,0,0
1,4850,10100,350,6,2,4,4,4,1,6,0,1,1,1,1,0
0,6950,4350,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,6450,5800,700,4,0,0,0,0,0,0,1,0,0,0,0,0
0,5550,7250,950,4,0,0,0,0,0,0,1,0,0,0,0,0
1,10600,3650,500,4,4,5,6,3,0,0,0,1,0,0,0,0
0,9150,800,2000,4,0,0,0,0,0,0,1,0,0,0,0,0
0,6200,6700,450,6,0,0,0,0,0,0,1,0,0,0,0,0
0,5000,9200,600,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6200,4650,1000,6,2,5,4,2,4,4,0,1,1,0,1,1
0,5100,6200,700,5,0,0,0,0,0,0,1,0,0,0,0,0
1,5800,2600,900,5,6,4,1,4,3,0,0,0,1,0,0,0
0,10800,9350,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,1850,10600,6000,5,4,2,2,1,5,0,0,0,0,1,0,0
0,1050,600,450,5,0,0,0,0,0,0,1,0,0,0,0,0
0,3900,5350,500,4,0,0,0,0,0,0,1,0,0,0,0,0
0,2050,5750,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,7900,1050,1200,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3100,1250,0,6,4,4,4,6,4,3,1,1,1,0,1,0
0,3000,6350,1300,2,0,0,0,0,0,0,0,0,0,0,0,0
0,1700,5800,1800,5,0,0,0,0,0,0,1,0,0,0,0,0
1,5250,4600,0,3,2,3,6,0,0,0,0,0,1,0,0,0
0,9600,750,600,6,0,0,0,0,0,0,1,0,0,0,0,0
0,8100,4850,3550,4,0,0,0,0,0,0,1,0,0,0,0,0
0,2850,50,1250,3,0,0,0,0,0,0,1,0,0,0,0,0
1,3000,6600,500,4,6,2,1,4,0,0,0,0,1,0,0,0
1,10850,8650,950,5,6,6,1,6,1,0,1,1,1,1,1,0
1,8500,9850,7800,3,6,5,4,0,0,0,0,1,0,0,0,0
0,950,8800,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,7150,3850,450,3,1,2,6,0,0,0,1,0,0,0,0,0
1,2050,3450,750,3,5,1,3,0,0,0,0,1,0,0,0,0
0,6000,10500,200,4,0,0,0,0,0,0,1,0,0,0,0,0
0,6150,5250,1250,3,0,0,0,0,0,0,1,0,0,0,0,0
1,9900,7950,0,3,5,1,2,0,0,0,0,1,0,0,0,0
1,7850,9900,800,2,4,2,0,0,0,0,0,1,0,0,0,0
0,7800,7600,1800,5,0,0,0,0,0,0,1,0,0,0,0,0
1,6100,3750,2600,3,2,1,1,0,0,0,0,1,1,0,0,0
1,9200,8500,0,4,1,1,5,6,0,0,1,1,0,0,0,0
0,8300,10300,200,1,0,0,0,0,0,0,1,0,0,0,0,0
0,8750,5700,3600,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3800,1850,350,2,1,5,0,0,0,0,1,0,0,0,0,0
0,850,7450,1950,2,0,0,0,0,0,0,0,0,0,0,0,0
1,4050,3400,400,4,1,3,6,1,0,0,1,0,0,1,0,0
1,6800,6150,1300,6,3,1,6,6,5,3,0,1,0,0,0,0
1,800,7800,0,4,1,4,6,2,0,0,1,0,0,0,0,0
1,8250,1400,1000,5,2,1,6,2,3,0,0,1,0,0,0,0
1,6600,10100,4400,3,5,5,4,0,0,0,1,1,0,0,0,0
1,6700,10300,1800,3,6,2,5,0,0,0,0,0,1,0,0,0
0,5300,1500,1100,2,0,0,0,0,0,0,1,0,0,0,0,0
0,7450,6300,200,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9800,5700,3850,3,0,0,0,0,0,0,1,0,0,0,0,0
0,3400,600,550,2,0,0,0,0,0,0,1,0,0,0,0,0
1,550,7800,1250,2,5,5,0,0,0,0,1,1,0,0,0,0
0,550,4050,400,5,0,0,0,0,0,0,1,0,0,0,0,0
0,4600,5500,7900,4,0,0,0,0,0,0,1,0,0,0,0,0
1,5350,3500,2700,2,1,5,0,0,0,0,1,0,0,0,0,0
0,9350,2400,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,4650,5050,500,4,4,2,3,4,0,0,0,1,0,0,0,0
1,10800,3000,1400,4,1,3,3,5,0,0,1,0,0,0,0,0
1,7850,2100,900,2,6,3,0,0,0,0,1,0,0,0,0,0
0,5950,9900,1450,3,0,0,0,0,0,0,1,0,0,0,0,0
1,650,4000,0,2,2,3,0,0,0,0,1,0,0,0,0,0
0,6700,10550,800,5,0,0,0,0,0,0,1,0,0,0,0,0
0,10850,8150,700,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6750,9300,100,5,3,2,6,1,2,0,0,0,0,1,0,0
0,950,1400,500,5,0,0,0,0,0,0,1,0,0,0,0,0
0,2250,7150,8150,4,0,0,0,0,0,0,1,0,0,0,0,0
0,400,7400,700,6,0,0,0,0,0,0,1,0,0,0,0,0
1,5000,4150,0,2,6,2,0,0,0,0,1,0,0,0,0,0
0,2100,5050,0,5,0,0,0,0,0,0,1,0,0,0,0,0
0,5250,1650,150,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1850,1350,1750,5,0,0,0,0,0,0,1,0,0,0,0,0
0,150,8150,150,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1850,4100,1750,6,1,5,1,5,5,2,1,1,1,1,1,0
0,550,9350,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,9850,4900,1950,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9600,6300,1450,3,0,0,0,0,0,0,1,0,0,0,0,0
0,1050,7400,2950,6,0,0,0,0,0,0,1,0,0,0,0,0
0,10300,10250,1750,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2700,4000,0,6,4,4,6,6,2,1,0,0,0,0,0,1
0,9000,2750,1900,6,0,0,0,0,0,0,1,0,0,0,0,0
0,5800,1350,0,4,0,0,0,0,0,0,1,0,0,0,0,0
0,1250,8700,650,5,0,0,0,0,0,0,1,0,0,0,0,0
1,6000,6350,0,3,3,2,6,0,0,0,0,0,1,0,0,0
1,7050,4100,300,5,4,1,1,3,4,0,0,1,1,0,0,0
0,5300,2600,4150,6,0,0,0,0,0,0,1,0,0,0,0,0
1,3900,5250,1400,4,4,4,6,2,0,0,0,0,1,0,0,0
1,3250,9900,9350,2,3,3,0,0,0,0,1,1,0,0,0,0
0,5150,3250,0,6,0,0,0,0,0,0,1,0,0,0,0,0
0,5700,8900,0,3,0,0,0,0,0,0,1,0,0,0,0,0
0,5100,4850,350,3,0,0,0,0,0,0,1,0,0,0,0,0
1,2650,5250,1900,6,3,3,2,4,2,4,1,1,1,1,1,1
1,8600,2000,0,4,4,6,6,1,0,0,0,0,0,1,0,0
1,9250,3950,100,3,4,6,3,0,0,0,0,1,0,0,0,0
1,7100,6450,0,3,1,2,6,0,0,0,1,0,0,0,0,0
1,2750,7950,950,3,2,6,3,0,0,0,0,1,0,0,0,0
0,1000,1650,700,5,0,0,0,0,0,0,1,0,0,0,0,0
1,2500,2650,1000,4,1,6,3,6,0,0,1,0,0,0,0,0
1,10350,4950,900,5,2,4,2,5,1,0,0,0,0,0,1,0
0,3700,8000,0,5,0,0,0,0,0,0,1,0,0,0,0,0
0,10950,9350,1050,5,0,0,0,0,0,0,1,0,0,0,0,0
0,1050,2200,150,4,0,0,0,0,0,0,1,0,0,0,0,0
0,3150,1700,700,2,0,0,0,0,0,0,1,0,0,0,0,0
1,1950,3950,950,6,6,5,2,4,3,2,0,1,0,0,0,0
1,1350,50,0,4,5,6,6,2,0,0,1,0,0,0,0,0
1,6900,2300,1900,3,3,5,4,0,0,0,0,1,0,0,0,0
1,1500,1050,0,6,6,3,1,2,4,4,0,0,1,0,0,0
1,5350,4900,2450,2,6,5,0,0,0,0,0,1,0,0,0,0
1,1350,9850,850,3,2,2,4,0,0,0,1,1,0,0,0,0
1,6800,8950,500,3,5,2,3,0,0,0,1,0,0,0,0,0
1,9550,2900,0,4,5,5,4,4,0,0,1,1,0,0,0,0
1,0,3900,650,6,2,1,3,1,1,1,0,1,0,1,1,1
1,5350,3650,200,3,4,1,2,0,0,0,0,1,0,0,0,0
1,4400,3200,0,4,4,1,4,5,0,0,0,1,0,0,0,0
1,7550,10950,650,4,5,3,6,1,0,0,0,0,0,1,0,0
1,1000,7700,0,2,2,4,0,0,0,0,1,0,0,0,0,0
1,6950,6600,0,2,4,2,0,0,0,0,0,1,0,0,0,0
1,6000,3600,1700,6,1,2,2,6,2,2,0,1,1,0,1,1
1,3700,3200,0,3,2,2,1,0,0,0,0,0,1,0,0,0
1,3850,3350,0,4,5,5,5,2,0,0,1,1,1,0,0,0
1,9600,6400,3550,5,2,3,1,6,1,0,0,0,1,0,1,0
0,3800,950,1650,4,0,0,0,0,0,0,1,0,0,0,0,0
0,2000,2000,0,5,0,0,0,0,0,0,1,0,0,0,0,0
0,2450,8500,1050,1,0,0,0,0,0,0,0,0,0,0,0,0
1,10700,9850,0,4,4,6,2,5,0,0,0,0,0,1,0,0
0,8300,8700,1750,2,0,0,0,0,0,0,0,0,0,0,0,0
1,4500,5500,0,5,3,1,2,2,6,0,0,1,0,0,0,0
0,5350,900,2000,1,0,0,0,0,0,0,0,0,0,0,0,0
1,750,3700,500,4,3,2,2,6,0,0,0,0,0,1,0,0
0,3900,5050,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,2700,7600,1400,4,2,5,3,1,0,0,0,0,0,1,0,0
0,8800,7550,1950,6,0,0,0,0,0,0,1,0,0,0,0,0
